Console,Game
FC,385 Little Samson.nes
FC,386 Locksmith.nes
FC,387 Lone Ranger.nes
FC,388 Lost Word of Jenny.nes
FC,389 Low G Man-The Low Gravity Man.nes
FC,390 Low G Man.nes
FC,391 Lunar Pool.nes
FC,392 Lupin Sansei-Pandora no Isan.nes
FC,393 M.C Kids.nes
FC,394 Mach Rider.nes
FC,395 Mad Max.nes
FC,396 Magic Block.nes
FC,397 Magic Jewelry.nes
FC,398 Magmax.nes
FC,399 Maharaja.nes
FC,400 Mahjang Companion.nes
FC,401 Mahjong RPG Dora 3.nes
FC,402 Majaventure-Mahjong Senki.nes
FC,403 Mappy-Land.nes
FC,404 Marble Madness.nes
FC,405 Master Chu & Drunkard Hu-Dao Shuai.nes
FC,406 Master Chu & The Drunkard Hu.nes
FC,407 Master Fighter II-The Horld Harrior.nes
FC,408 Mechanized Attack.nes
FC,409 Meikyuu Jima.nes
FC,410 Metal Fighter.nes
FC,411 Metro-Cross.nes
FC,412 Micro Machines.nes
FC,413 Mighty Bomb Jack.nes
FC,414 Mighty Final Fight.nes
FC,415 Millipede.nes
FC,416 Milon's Secret Castle.nes
FC,417 Miracle Ropit's Adventure in 2100.nes
FC,418 Mission Impossible 1.nes
FC,419 Mission Impossible 2.nes
FC,420 Mito Koumon-Sekai Manyuu Ki.nes
FC,421 Moai Kun.nes
FC,422 Moero!! Juudou Warriors.nes
FC,423 Monster Party.nes
FC,424 Monster Truck Rally.nes
FC,425 Mottomo Abunai Deka.nes
FC,426 Mr. Gimmick.nes
FC,427 Mystery Quest.nes
FC,428 NARC.nes
FC,429 Navy Blue.nes
FC,430 Nekketsu Kouha Kunio Kun.nes
FC,431 Nekketsu! Street Basket-Ganbare Dunk Heroes.nes
FC,432 New Ghostbusters II.nes
FC,433 Nightshade.nes
FC,434 Ninja Hattori Kun.nes
FC,435 Ninja Kun - Ashura no Shou.nes
FC,436 Noah's Ark.nes
FC,437 Nuts & Milk.nes
FC,438 Onyanko Town.nes
FC,439 Operation Wolf.nes
FC,440 Othello.nes
FC,441 Over Horizon.nes
FC,442 Paaman Part 2.nes
FC,443 Pachi Com.nes
FC,444 Palamedes.nes
FC,445 Panic Restaurant.nes
FC,446 Paperboy 1.nes
FC,447 Paperboy 2.nes
FC,448 Parallel World.nes
FC,449 Parasol Stars.nes
FC,450 Peek-A-Boo Poker.nes
FC,451 Penguin Kun Wars.nes
FC,452 Perfect Bowling.nes
FC,453 Perman Part 2.nes
FC,454 Pesterminator.nes
FC,455 Peter Pan & The Pirates.nes
FC,456 Peter Pan and The Pirates.nes
FC,457 Pinball.nes
FC,458 Pipe Dream.nes
FC,459 Plants Vs Zomb.nes
FC,460 Plants vs. Zombies.nes
FC,461 Plasma Ball.nes
FC,462 Platoon.nes
FC,463 Pocket Zaurus-Juu Ouken no Nazo.nes
FC,464 Poker III 5 in 1.nes
FC,465 Power Soccer.nes
FC,466 Predator.nes
FC,467 Punch-Out!.nes
FC,468 Puzznic.nes
FC,469 Pyokotan no Dai Meiro.nes
FC,470 Q-bert.nes
FC,471 Quarth.nes
FC,472 Quattro Adventure.nes
FC,473 Quattro Arcade.nes
FC,474 Raid on Bungeling Bay.nes
FC,475 Rainbow Islands.nes
FC,476 Rampage.nes
FC,477 Red Arremar 2.nes
FC,478 Red Pig.nes
FC,479 Rescue-The Embassy Mission.nes
FC,480 River City Ransom.nes
FC,481 Robo Warrior.nes
FC,482 Robodemons.nes
FC,483 Rocketeer.nes
FC,484 Rockin' Kats.nes
FC,485 Rod Land.nes
FC,486 Rollerblade Racer.nes
FC,487 Rollergames.nes
FC,488 Rolling Thunder.nes
FC,489 Route-16 Turbo.nes
FC,491 Salamander 1.nes
FC,492 Salamander 2.nes
FC,493 Salamander 3.nes
FC,494 Samurai Zombie Nation.nes
FC,495 Secret Ties.nes
FC,496 Seicross.nes
FC,497 Sesame Street Countdown.nes
FC,498 Shanghai 1.nes
FC,499 Shanghai 2.nes
FC,500 Shatterhand.nes
FC,501 Shin Jinrui-The New Type.nes
FC,502 Shinobi.nes
FC,503 Shinsenden.nes
FC,504 Shockwave.nes
FC,505 Shooting Range.nes
FC,506 Shougun.nes
FC,507 Silva Saga.nes
FC,508 Silver Surfer.nes
FC,509 Simpsons.nes
FC,510 Skate or Die 2-The Search for Double Trouble.nes
FC,511 Skate or Die!.nes
FC,512 Skull & Crossbones.nes
FC,513 Sky Destroyer.nes
FC,514 Sky Kid.nes
FC,515 Sky Shark.nes
FC,516 Slalom.nes
FC,517 Snake Rattle n Roll.nes
FC,518 Snake's Revenge.nes
FC,519 Snoopy's Silly Sports Spectacular.nes
FC,520 Solar Jetman.nes
FC,521 SoMari.nes
FC,522 Son Son.nes
FC,523 Sonic 5.nes
FC,524 Sore Ike! Anapanman.nes
FC,525 Space Harrier.nes
FC,526 Space Hunter.nes
FC,527 Spartan X.nes
FC,528 Spelunker.nes
FC,529 Splatter House-Wanpaku Graffiti.nes
FC,530 Spy Hunter.nes
FC,531 Sqoon.nes
FC,532 Stanley-The Search for Dr. Livingston.nes
FC,533 Star Force.nes
FC,534 Star Luster.nes
FC,535 Star Wars-The Empire Strikes Back.nes
FC,536 Star Wars.nes
FC,537 Startropics 2-Zoda's Revenge.nes
FC,538 Stinger.nes
FC,539 Strider.nes
FC,540 Summer Carnival.nes
FC,541 Sunman.nes
FC,542 Super Arabian.nes
FC,543 Super Cartridge 3 in 1.nes
FC,544 Super Chinese.nes
FC,545 Super Pitfall.nes
FC,546 Super Spy Hunter.nes
FC,547 Swamp Thing.nes
FC,548 T & C II-Thrilla's Surfari.nes
FC,549 T & C-Wood & Water Rage.nes
FC,550 Tag Team Pro-Wrestling.NES
FC,551 Taito Chase H.Q..nes
FC,552 Tale Spin.nes
FC,553 Tao.nes
FC,554 Tecmo Baseball.nes
FC,555 Tecmo NBA Basketball.nes
FC,556 Tecmo Super Bowl.nes
FC,557 Tecmo World Wrestling.nes
FC,558 Terra Cresta.nes
FC,559 The 3-D Battles of World Runner.nes
FC,560 The Adventures of Bayou Billy.nes
FC,561 The Adventures of Captain Comic.nes
FC,562 The Adventures of Rocky and Bullwinkle and Friends.nes
FC,563 The Blues Brothers.nes
FC,564 The Chessmaster.nes
FC,565 The Fantastic Adventures of Dizzy.nes
FC,566 The Flintstones-The Rescue of Dino & Hoppy.nes
FC,567 The Great Waldo Search.nes
FC,568 The Guardian Legend.nes
FC,569 The Incredible Crash Dummies.nes
FC,570 The Jetsons-Cogswell's Caper.nes
FC,571 The King of Kings.nes
FC,572 The Krion Conquest.nes
FC,573 The Last Starfighter.nes
FC,574 The Little Mermaid.nes
FC,575 The Lone Ranger.nes
FC,576 The Money Game.nes
FC,577 The New Zealand Story.nes
FC,578 The Penguin & Seal.nes
FC,579 The Punisher.nes
FC,580 The Ren & Stimpy Show-Buckeroos!.nes
FC,581 The Rocketeer.nes
FC,582 The Simpsons-Bart vs. the World.nes
FC,583 The Simpsons-Bartman Meets Radioactive Man.nes
FC,584 The Tower of Druaga.nes
FC,585 The Trolls in Crazyland.nes
FC,586 The Ultimate Stuntman.nes
FC,587 The Uncanny X-Men.nes
FC,588 The Untouchables.nes
FC,589 The Wing of Madoola.nes
FC,590 The World of Card Games.nes
FC,591 Thexder.nes
FC,592 Thunder & Lightning.nes
FC,593 Thunderbolt Fighting Plane.nes
FC,594 Thundercade.nes
FC,595 Time Diver Eon Man.nes
FC,596 Times of Lore.nes
FC,597 Titan.nes
FC,598 Toki.nes
FC,599 Toobin'.nes
FC,600 Top Players' Tennis.nes
FC,601 Totally Rad.nes
FC,602 Toxic Crusaders.nes
FC,603 Trog!.nes
FC,604 Trojan.nes
FC,605 Trolls in Crazyland.nes
FC,606 Tunny.nes
FC,607 Twin Eagle-Revenge Joe's Brother.nes
FC,608 TwinBee 3-Poko Poko Dai Maou.nes
FC,609 U-four-ia-The Saga.nes
FC,610 Ultima-Exodus.nes
FC,611 Ultima-Warriors of Destiny.nes
FC,612 Ultimate Air Combat.nes
FC,613 Ultraman Club 2-Kaettekita Ultraman.nes
FC,614 Ultraman Club 3.nes
FC,615 Urban Champion.nes
FC,616 USA Ice Hockey in FC.nes
FC,617 Vindicators.nes
FC,618 Viva! Las Vegas.nes
FC,619 Volguard II.nes
FC,620 Volleyball.nes
FC,621 Wacky Races.nes
FC,622 Wait and See!.nes
FC,623 Wally Bear and the No Gang.nes
FC,624 Wanpaku Kokkun no Gourmet World.nes
FC,625 Wario's Woods.nes
FC,626 Warpman.nes
FC,627 Warsaw City.nes
FC,628 Warwolf.nes
FC,629 Wayne's World.nes
FC,630 Werewolf-The Last Warrior.nes
FC,631 Wheel of Fortune.nes
FC,632 Whomp'Em 2.nes
FC,633 Whomp'Em.nes
FC,634 Widget.nes
FC,"635 Win, Lose or Draw.nes"
FC,636 Wizards & Warriors III.nes
FC,637 World Grand-Prix-Pole To Finish.nes
FC,638 Wrath of the Black Manta.nes
FC,639 Xevious.nes
FC,640 Xexyz.nes
FC,641 Yard Fight.nes
FC,642 Zanac.nes
FC,643 Zunou Senkan Galg.nes
FC,"644 1999-Hore, Mitakotoka! Seikimatsu.nes"
FC,645 89 Dennou Kyuusei Uranai.nes
FC,646 Aigiina no Yogen-From The Legend of Balubalouk.nes
FC,647 Akumajou Special-Boku Dracula-kun.nes
FC,648 Ankoku Shinwa.nes
FC,649 Astro Boy.nes
FC,650 AV Mahjong Club.nes
FC,651 Bakushou!! Jinsei Gekijou 1.nes
FC,652 Bakushou!! Jinsei Gekijou 2.nes
FC,653 Best Play Pro Yakyuu '90.nes
FC,654 Best Play Pro Yakyuu.nes
FC,655 Bio Miracle Bokutte Upa.nes
FC,656 Datach-Battle Rush-Build Up Robot Tournament.nes
FC,657 Datach-Ultraman Club-Supokon Fight!.nes
FC,658 Digital Devil Story-Megami Tensei.nes
FC,659 Doraemon-Giga Zombie no Gyakushuu.nes
FC,660 Doraemon.nes
FC,661 Ganbare Goemon!-Karakuri Douchuu.nes
FC,662 Heisei Tensai Bakabon.nes
FC,663 Hello Kitty no Ohanabatake.nes
FC,664 Hello Kitty World.nes
FC,665 Hello Kitty.nes
FC,666 Hinotori-Houou Hen-Gaou no Bouken.nes
FC,667 Igo Shinan'91.nes
FC,668 Igo Shinan'92.nes
FC,669 Igo Shinan'93.nes
FC,670 Igo Shinan'94.nes
FC,671 Igo Shinan.nes
FC,672 Igo.nes
FC,673 Ike Ike! Nekketsu Hockey Bu.nes
FC,674 Ikinari Musician.nes
FC,675 Ikki.nes
FC,676 Jajamaru no Daibouken.nes
FC,677 Jumpin' Kid - Jack to Mame no Ki Monogatari.nes
FC,678 Juuryoku Soukou Metal Storm.nes
FC,679 Kabuki-Quantum Fighter.nes
FC,680 Kaiketsu Yanchamaru 3.nes
FC,681 Kame no Ongaeshi-Urashima Densetsu.nes
FC,682 Kamen Rider SD-Granshocker no Yabou.nes
FC,683 Kawa no Nushi Tsuri.nes
FC,684 Kero Kero Keroppi no Daibouken 2.nes
FC,685 Keroppi to Keroriinu no Splash Bomb!.nes
FC,686 Kinnikuman-Muscle Tag Match.nes
FC,687 Musashi no Ken-Tadaima Shugyou Chuu.nes
FC,688 Saiyuuki World 2.nes
FC,689 Salad no Kuni no Tomato Hime.nes
FC,690 Sangokushi II-Haou no Tairiku.nes
FC,691 Sanrio Carnival 2.nes
FC,692 SD Hero Soukessen.nes
FC,693 Seikima II-Akuma no Gyakushuu.nes
FC,694 Shounen Ashibe-Nepal Daibouken no Maki.nes
FC,695 Taiwan Mahjong-Tai Wan Ma Que 16.nes
FC,696 Taiyou no Yuusha Firebird.nes
FC,697 Tanigawa Kouji no Shougi Shinan 2.nes
FC,698 Tanigawa Kouji no Shougi Shinan 3.nes
FC,699 Tantei Jinguuji Saburou.nes
FC,700 Tashiro Masashi no Princess ga Ippai.nes
FC,701 Tatakai no Banka.nes
FC,702 Tenchi wo Kurau 1.nes
FC,703 Tenchi wo Kurau 2.nes
FC,704 Tetsudou Ou-Famicom Boardgame.nes
FC,705 Tokoro San no Mamoru mo Semeru mo.nes
FC,706 Tom Sawyer no Bouken.nes
FC,707 Urusei Yatsura-Lum no Wedding Bell.nes
FC,708 Volleyball Q.nes
FC,709 Wagan Land 1.nes
FC,710 Wagan Land 2.nes
FC,711 Wagan Land 3.nes
FC,712 Wai Wai World 2-SOS!! Paseri Jou.nes
FC,713 Wai Wai World.nes
FC,FC_cache6.db
GB,001 Donkey Kong Land.gb
GB,002 Donkey Kong Land 2.gb
GB,003 Donkey Kong Land 3.gb
GB,004 Double Dragon.gb
GB,005 Double Dragon 2.gb
GB,006 Double Dragon 3.gb
GB,007 Battletoads & Double Dragon.gb
GB,011 Donkey Kong.gb
GB,012 The Legend of Zelda.gb
GB,013 Wario Blast.gb
GB,015 Mega Man 1.gb
GB,016 Mega Man 2.gb
GB,017 Mega Man 3.gb
GB,018 Mega Man 4.gb
GB,019 Mega Man 5.gb
GB,020 Contra-The Alien Wars.gb
GB,021 Contra Spirits.gb
GB,022 The King of Fighters-Heat of Battle.gb
GB,023 The King of Fighters 95.gb
GB,024 The King of Fighters 96.gb
GB,025 The King of Fighters 97.gb
GB,026 The King of Fighters 98.gb
GB,027 The King of Fighters 99.gb
GB,028 Castlevania-Legends.gb
GB,029 Castlevania 2-Belmont's Revenge.gb
GB,030 Castlevania-Dracula's Curse.gb
GB,031 The Castlevania Adventure.gb
GB,032 Catrap.gb
GB,033 Kid Icarus-Of Myths and Monsters.gb
GB,034 Motocross Maniacs.gb
GB,035 Ms. Pac-Man.gb
GB,036 Pac-In-Time.gb
GB,037 Pac-Man.gb
GB,038 World Heros Jet.gb
GB,039 Adventure Island.gb
GB,040 Adventure Island 2.gb
GB,041 Alien 3.gb
GB,042 Alien vs Predator.gb
GB,043 Harvest Moon.gb
GB,044 Kirby's Dream Land 2.gb
GB,045 Metroid 2-Return of Samus.gb
GB,046 Spider-Man.gb
GB,047 Spider-Man 2.gb
GB,048 Spider-Man 3.gb
GB,049 Spider-Man and the X-Men.gb
GB,050 Street Fighter 2.gb
GB,051 Final Fantasy Adventure.gb
GB,052 Final Fantasy Legend.gb
GB,053 Final Fantasy Legend II.gb
GB,054 Final Fantasy Legend III.gb
GB,055 Aero Star.gb
GB,056 Agro Soar.gb
GB,057 Aladdin.gb
GB,058 Alfred Chicken.gb
GB,059 Ace Striker.gb
GB,060 Adventures of Lolo.gb
GB,061 Alleyway.gb
GB,062 Animaniacs.gb
GB,063 Arkanoid.gb
GB,064 Asteroids & Missile Command.gb
GB,065 Asteroids.gb
GB,066 Avenging Spirit.gb
GB,067 B.C. Kid.gb
GB,068 Batman - Return of the Joker.gb
GB,069 Batman - The Animated Series.gb
GB,070 Batman Forever.gb
GB,071 Batman.gb
GB,072 Battle Arena Toshinden.gb
GB,073 Battleship.gb
GB,074 Battletoads in Ragnarok's World.gb
GB,075 Battletoads.gb
GB,076 Beavis and Butthead.gb
GB,077 Beetlejuice.gb
GB,078 Best of the Best .gb
GB,079 Bionic Commando.gb
GB,080 Blaster Master Boy.gb
GB,081 Bokemob V2.2.gb
GB,082 Bomb Jack.gb
GB,083 Bomberman.gb
GB,084 Bonk's Adventure.gb
GB,085 Brainbender.gb
GB,086 Bubble Bobble Part 2.gb
GB,087 Bubble Bobble.gb
GB,088 Bugs Bunny-Crazy Castle II.gb
GB,089 Bugs Bunny.gb
GB,090 Burai Fighter Deluxe.gb
GB,091 Burger Time Deluxe.gb
GB,092 Bust-a-Move 2.gb
GB,093 Caesars Palace.gb
GB,094 Castle Quest.gb
GB,095 Chessmaster.gb
GB,096 Cool Spot.gb
GB,097 Crash.gb
GB,098 Cricket.gb
GB,099 Crystal Quest.gb
GB,100 Daffy Duck-The Marvin Missions.gb
GB,101 Darkwing Duck.gb
GB,102 Dig Dug.gb
GB,103 Disney's Mulan.gb
GB,104 Dragon's Lair-The Legend.gb
GB,105 Duck Tales 2.gb
GB,106 Duck Tales.gb
GB,107 Duke Nukem.gb
GB,108 Earthworm Jim.gb
GB,109 Elevator Action.gb
GB,110 F-1 Pole Position.gb
GB,111 Fatal Fury.gb
GB,112 Felix the Cat.gb
GB,113 FIFA International Soccer.gb
GB,114 FIFA Soccer '96.gb
GB,115 FIFA Soccer '98.gb
GB,116 Fire Dragon.gb
GB,117 Fist of the North Star.gb
GB,118 Galaga & Galaxian.gb
GB,119 Game Genie.gb
GB,120 Gargoyle's Quest-Ghosts'n Goblins.gb
GB,121 Gauntlet II.gb
GB,122 Ghostbusters 2.gb
GB,123 Godzilla.gb
GB,124 Gradius-The Interstellar Assault.gb
GB,125 Hercules.gb
GB,126 Home Alone 1.gb
GB,127 Home Alone 2.gb
GB,128 Humans.gb
GB,129 Indiana Jones and the Last Crusade.gb
GB,130 Ironman - X-O Manowar in Heavy Metal.gb
GB,131 James Bond 007.gb
GB,132 Jurassic Park 1.gb
GB,133 Jurassic Park 2-The Chaos Continues.gb
GB,134 Kid Dracula.gb
GB,135 Knight Quest.gb
GB,136 Kung-Fu Master.gb
GB,137 Kwirk.gb
GB,138 Legend of the River King.gb
GB,139 Looney Tunes.gb
GB,140 Men In Black-The Series.gb
GB,141 Mickey Mouse - Magic Wand.gb
GB,142 Mickey Mouse.gb
GB,143 Mickey's Ultimate Challenge.gb
GB,144 Micro Machines.gb
GB,145 Mighty Morphin Power Rangers-The Movie.gb
GB,146 Mighty Morphin Power Rangers.gb
GB,147 Monopoly.gb
GB,148 Mortal Kombat 1.gb
GB,149 Mortal Kombat 2.gb
GB,150 Mortal Kombat 3.gb
GB,151 Mortal Kombat 4.gb
GB,152 Mystical Ninja.gb
GB,153 NBA Jam.gb
GB,154 Ninja Boy.gb
GB,155 Ninja Gaiden Shadow.gb
GB,156 Ninja Ryukenden.gb
GB,157 Paperboy 2.gb
GB,158 Pocahontas.gb
GB,159 Poke Mission '97.gb
GB,160 Prince of Persia.gb
GB,161 Prophecy-The Viking Child.gb
GB,162 R-Type 2.gb
GB,163 Rayman.gb
GB,164 Real Ghostbusters.gb
GB,165 Reservoir Rat.gb
GB,166 Robocop 2.gb
GB,167 Samurai Shodown.gb
GB,168 Shadow Warriors.gb
GB,169 Skate or Die-Bad 'N Rad.gb
GB,170 Small Soldiers.gb
GB,171 Snow Bros Jr..gb
GB,172 Soccer.gb
GB,173 Speedy Gonzales.gb
GB,174 Super James Pond.gb
GB,175 T2-The Arcade Game.gb
GB,176 Takahashi Meijin no Boukenjima II.gb
GB,177 Tecmo Bowl.gb
GB,178 Teenage Mutant Hero Turtles 3.gb
GB,179 Teenage Mutant Ninja Turtles 2.gb
GB,180 Teenage Mutant Ninja Turtles 3-Radical Rescue.gb
GB,181 Teenage Mutant Ninja Turtles-Back From the Sewers.gb
GB,182 Teenage Mutant Ninja Turtles-Fall of the Foot Clan.gb
GB,183 Terminator 2-Judgment Day.gb
GB,184 The Addams Family-Pugsley's Scavenger Hunt.gb
GB,185 The Addams Family.gb
GB,186 The Adventures of Pinocchio.gb
GB,187 The Battle of Olympus.gb
GB,188 The Flash.gb
GB,189 The Flintstones.gb
GB,190 The Jungle Book.gb
GB,191 The Little Mermaid.gb
GB,192 The Simpsons-Bart & the Beanstalk.gb
GB,193 The Simpsons-Bart vs the Juggernauts.gb
GB,194 The Simpsons-Escape from Camp Deadly.gb
GB,195 The Simpsons-Krusty's Funhouse.gb
GB,196 The Smurfs 2.gb
GB,197 The Smurfs 3.gb
GB,198 Tintin in Tibet.gb
GB,199 Tiny Toon Adventures 1.gb
GB,200 Tiny Toon Adventures 2-Montana's Movie Madness.gb
GB,201 Tiny Toon Adventures 3.gb
GB,202 Tom & Jerry Part 2.gb
GB,203 Tom & Jerry.gb
GB,204 Tony Hawk's Pro Skater.gb
GB,205 Toy Story.gb
GB,206 Track & Field.gb
GB,207 Trip World.gb
GB,208 Turok-Battle of the Bionosaurs.gb
GB,209 Ultraman Chou Toushi Gekiden.gb
GB,210 Wave Race.gb
GB,211 WCW Main Event.gb
GB,212 Who Framed Roger Rabbit.gb
GB,213 Wizardry Gaiden 2-Curse of the Ancient Emperor.gb
GB,214 Wizardry Gaiden 3-Scripture of the Dark.gb
GB,215 Wizards & Warriors Chapter X-The Fortress of Fear.gb
GB,216 Worms.gb
GB,217 WWF Raw.gb
GB,218 WWF Superstars 1.gb
GB,219 WWF Superstars 2.gb
GB,220 WWF-King of the Ring.gb
GB,221 Zen-Intergalactic Ninja.gb
GB,A-Force (Game 4 of Sachen 4-in-1 Volume 6).gb
GB,Alien Olympics 2044 AD.gb
GB,Altered Space.gb
GB,Amazing Penguin.gb
GB,Amazing Tater.gb
GB,Artic Zone (Game 1 of Sachen 4-in-1 Volume 5).gb
GB,Atomic Punk.gb
GB,Attack of the Killer Tomatoes.gb
GB,Baby T-Rex.gb
GB,Barbie-Game Girl.gb
GB,Bases Loaded.gb
GB,Battle Unit Zeoth.gb
GB,Battle Zone & Super Breakout.gb
GB,Beethoven's 2nd.gb
GB,Bill and Ted's Excellent GB Adventure.gb
GB,Bill Elliott's NASCAR Fast Track.gb
GB,Bionic Battler.gb
GB,Bo Jackson Hit and Run.gb
GB,Boggle Plus.gb
GB,Bonk's Revenge.gb
GB,Boomer's Adventure in ASMIK World.gb
GB,Boulder Dash.gb
GB,Boxing.gb
GB,Boxxle 1.gb
GB,Boxxle 2.gb
GB,"Boy and His Blob, A-Rescue of Princess Blobette.gb"
GB,Brain Drain.gb
GB,Bram Stoker's Dracula.gb
GB,Break Thru!.gb
GB,Bubble Ghost.gb
GB,Bubsy 2.gb
GB,"Bug's Life, A.gb"
GB,Bust-a-Move 3.gb
GB,Bust-a-Move 4.gb
GB,Buster Brothers.gb
GB,Casino Funpak.gb
GB,Casper.gb
GB,Castelian.gb
GB,Centipede.gb
GB,Chase HQ.gb
GB,Choplifter 2.gb
GB,Choplifter 3.gb
GB,Chuck Rock.gb
GB,Cliffhanger.gb
GB,College Slam.gb
GB,Contra Fidgetts.gb
GB,Cool World.gb
GB,Cosmo Tank.gb
GB,Crazy Burger.gb
GB,Cutthroat Island.gb
GB,Cyraid.gb
GB,Daedalean Opus.gb
GB,Darkman.gb
GB,Days of Thunder.gb
GB,Dead Heat Scramble.gb
GB,Deep-Final Mission.gb
GB,Defender-Joust.gb
GB,Dennis the Menace.gb
GB,Dexterity.gb
GB,Dick Tracy.gb
GB,Double Dribble-5 on 5.gb
GB,Dr Franken 1.gb
GB,Dr Franken 2.gb
GB,Dragon Heart.gb
GB,Dropzone.gb
GB,Duck Adventures (Game 4 of Sachen 4-in-1 Volume 1).gb
GB,ECW Hardcore Revolution.gb
GB,Elite Soccer.gb
GB,Extra Bases!.gb
GB,F-15 Strike Eagle.gb
GB,Faceball 2000.gb
GB,Fastest Lap.gb
GB,Ferrari-Grand Prix Challenge.gb
GB,FIFA Soccer '97.gb
GB,Fighting Simulator 2-in-1.gb
GB,Final Fantasy 4.gb
GB,Fire Fighter.gb
GB,Fish Dude.gb
GB,Flipull.gb
GB,Football International.gb
GB,Foreman for Real.gb
GB,Fortified Zone.gb
GB,Frank Thomas' Big Hurt Baseball.gb
GB,Frogger.gb
GB,Garfield Labyrinth.gb
GB,GB_cache6.db
GB,Gex-Enter the Gecko.gb
GB,Goal!.gb
GB,Hal Wrestling.gb
GB,Heavyweight Championship Boxing.gb
GB,Hit the Ice.gb
GB,Hook.gb
GB,Hudson Hawk.gb
GB,In Your Face.gb
GB,International Superstar Soccer.gb
GB,Ishido.gb
GB,Itchy & Scratchy-Minature Golf Madness.gb
GB,Jack Nicklaus Golf.gb
GB,Jeep Jamboree.gb
GB,Jeopardy!-Sports Edition.gb
GB,Jeopardy!-Teen Tournament.gb
GB,Jeopardy.gb
GB,Joe & Mac.gb
GB,Jordan vs Bird.gb
GB,Judge Dredd.gb
GB,Jungle Strike.gb
GB,Kingdom Crusade.gb
GB,Knal Fantasy Adventure.gb
GB,Lamborghini American Challenge.gb
GB,Las Vegas Cool Hand.gb
GB,Last Action Hero.gb
GB,Lazlos' Leap.gb
GB,Legend of Prince Valiant.gb
GB,Lemmings.gb
GB,Lethal Weapon.gb
GB,Little Indian in Big City.gb
GB,Loopz.gb
GB,Madden '95.gb
GB,Madden '96.gb
GB,Madden '97.gb
GB,Maru's Mission.gb
GB,Metal Masters.gb
GB,Mickey's Chase.gb
GB,Millipede-Centipede.gb
GB,Monster Truck Wars.gb
GB,Muhammad Ali's Boxing.gb
GB,NBA All Star Challenge 2.gb
GB,NBA Jam '99.gb
GB,NBA Jam Tournament Edition.gb
GB,NBA Live 96.gb
GB,NFL Football.gb
GB,NFL Quarterback Club '96.gb
GB,NFL Quarterback Club (1993).gb
GB,NHL Hockey 95.gb
GB,NHL Hockey 96.gb
GB,Ninja Boy 2.gb
GB,Paperboy.gb
GB,PGA European Tour.gb
GB,PGA Tour '96.gb
GB,Pipe Dream.gb
GB,Pit Fighter.gb
GB,Pitfall - Beyond the Jungle.gb
GB,Power Racer.gb
GB,Primal Rage.gb
GB,R-Type.gb
GB,Rampage-World Tour.gb
GB,Skate or Die-Tour de Thrash.gb
GB,Sneaky Snakes.gb
GB,Solitaire Funpack.gb
GB,Spud's Adventure.gb
GB,Spy vs Spy-Operation Boobytrap.gb
GB,Tale Spin.gb
GB,Tasmania Story.gb
GB,Taz-Mania 1.gb
GB,Taz-Mania 2.gb
GB,Tesserae.gb
GB,The Adventures of Rocky and Bullwinkle.gb
GB,The Adventures of Star Saver.gb
GB,The Blues Brothers-Jukebox Adventure.gb
GB,The Blues Brothers.gb
GB,The Getaway.gb
GB,The Hunchback of Notre Dame.gb
GB,The Jetsons.gb
GB,The Lawnmower Man.gb
GB,The Lemmings 2-Tribes.gb
GB,The Lion King.gb
GB,The XVII Olympic Winter Games-Lillehammer 1994.gb
GB,Top Gun 2.gb
GB,Top Ranking Tennis.gb
GB,Toxic Crusaders.gb
GB,Track Meet.gb
GB,Trap & Turn.gb
GB,Trax.gb
GB,True Lies.gb
GB,Turok 2-Seeds of Evil.gb
GB,Water World.gb
GB,Wheel of Fortune.gb
GB,WildSnake.gb
GB,Winter Gold.gb
GB,Wordtris.gb
GB,Wordzap.gb
GB,World Circuit Series.gb
GB,World Cup '98.gb
GB,World Cup USA '94.gb
GB,World Heroes 2 Jet.gb
GB,Worm Visitor (Game 4 of Sachen 4-in-1 Volume 5).gb
GB,WWF Warzone.gb
GB,Yogi Bear in Yogi Bear's Goldrush.gb
GBC,001 Dragon Warrior I and II.gbc
GBC,002 Dragon Warrior III.gbc
GBC,003 Dragon Warrior Monsters.gbc
GBC,004 Dragon Warrior Monsters 2-Cobi's Journey.gbc
GBC,005 Dragon Warrior Monsters 2-Tara's Adventure.gbc
GBC,006 Harvest Moon 2.gbc
GBC,007 Harvest Moon 3.gbc
GBC,008 Pokemon-Gold Version.gbc
GBC,009 Pokemon-Silver Version.gbc
GBC,010 Pokemon-Yellow Version.gbc
GBC,011 Pokemon-Crystal Version.gbc
GBC,012 Pokemon Pinball.gbc
GBC,013 Pokemon Puzzle Challenge.gbc
GBC,014 Pokemon Trading Card Game.gbc
GBC,016 Wario Land II.gbc
GBC,017 Warioland 3.gbc
GBC,018 Donkey Kong Country.gbc
GBC,019 Bionic Commando-Elite Forces.gbc
GBC,"020 Legend of Zelda,The-Oracle of Ages.gbc"
GBC,"021 Legend of Zelda,The-Oracle of Seasons.gbc"
GBC,022 Magi-Nation.gbc
GBC,023 Mega Man Xtreme.gbc
GBC,024 Mega Man Xtreme 2.gbc
GBC,025 Bomberman Max Blue Champion.gbc
GBC,026 Bomberman Max Red Challenger.gbc
GBC,027 Bomberman Max-Ain Special Edition.gbc
GBC,028 Bomberman Quest.gbc
GBC,029 Motocross Maniacs 2.gbc
GBC,030 FIFA 2000.gbc
GBC,031 Looney Tunes.gbc
